0	0	0	0
1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
7	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
12	0	0	0
13	0	0	0
14	0	0	0
15	0	0	0
16	1	1	1
17	1	1	1
18	1	1	1
19	1	1	1
20	1	1	1
21	1	1	1
22	1	1	1
23	1	1	1
24	1	1	1
25	1	1	1
26	1	1	1
27	1	1	1
28	1	1	1
29	1	1	1
30	1	1	1
31	1	1	1
32	1	1	1
33	1	1	1
34	1	1	1
35	1	1	1
36	1	1	1
37	1	1	1
38	1	1	1
39	1	1	1
40	1	1	1
41	2	2	2
42	2	2	2
43	2	2	2
44	2	2	2
45	2	2	2
46	2	2	2
47	2	2	2
48	2	2	2
49	2	2	2
50	2	2	2
51	2	2	2
52	2	2	2
53	2	2	2
54	2	2	2
55	2	2	2
56	2	2	2
57	2	2	2
58	3	3	3
59	3	3	3
60	3	3	3
61	3	3	3
62	3	3	3
63	3	3	3
64	3	3	3
65	3	3	3
66	3	3	3
67	3	3	3
68	3	3	3
69	4	4	4
70	4	4	4
71	4	4	4
72	4	4	4
73	4	4	4
74	4	4	4
75	4	4	4
76	4	4	4
77	4	4	4
78	4	4	4
79	5	5	5
80	5	5	5
81	5	5	5
82	5	5	5
83	5	5	5
84	5	5	5
85	5	5	5
86	6	6	6
87	6	6	6
88	6	6	6
89	6	6	6
90	6	6	6
91	6	6	6
92	6	6	6
93	7	7	7
94	7	7	7
95	7	7	7
96	7	7	7
97	7	7	7
98	7	7	7
99	8	8	8
100	8	8	8
101	8	8	8
102	8	8	8
103	8	8	8
104	9	9	9
105	9	9	9
106	9	9	9
107	9	9	9
108	9	9	9
109	10	10	10
110	10	10	10
111	10	10	10
112	10	10	10
113	11	11	11
114	11	11	11
115	11	11	11
116	11	11	11
117	12	12	12
118	12	12	12
119	12	12	12
120	13	13	13
121	13	13	13
122	13	13	13
123	14	14	14
124	14	14	14
125	14	14	14
126	14	14	14
127	15	15	15
128	15	15	15
129	16	16	16
130	16	16	16
131	16	16	16
132	17	17	17
133	17	17	17
134	17	17	17
135	18	18	18
136	18	18	18
137	19	19	19
138	19	19	19
139	20	20	20
140	20	20	20
141	20	20	20
142	21	21	21
143	21	21	21
144	22	22	22
145	22	22	22
146	23	23	23
147	23	23	23
148	24	24	24
149	25	25	25
150	25	25	25
151	26	26	26
152	26	26	26
153	27	27	27
154	27	27	27
155	28	28	28
156	29	29	29
157	29	29	29
158	30	30	30
159	31	31	31
160	31	31	31
161	32	32	32
162	33	33	33
163	34	34	34
164	35	35	35
165	35	35	35
166	36	36	36
167	37	37	37
168	38	38	38
169	39	39	39
170	40	40	40
171	41	41	41
172	42	42	42
173	42	42	42
174	43	43	43
175	44	44	44
176	45	45	45
177	46	46	46
178	47	47	47
179	49	49	49
180	50	50	50
181	51	51	51
182	52	52	52
183	53	53	53
184	54	54	54
185	55	55	55
186	57	57	57
187	58	58	58
188	59	59	59
189	60	60	60
190	62	62	62
191	63	63	63
192	65	65	65
193	66	66	66
194	67	67	67
195	69	69	69
196	70	70	70
197	72	72	72
198	74	74	74
199	75	75	75
200	77	77	77
201	79	79	79
202	80	80	80
203	82	82	82
204	84	84	84
205	86	86	86
206	88	88	88
207	90	90	90
208	92	92	92
209	94	94	94
210	96	96	96
211	98	98	98
212	100	100	100
213	102	102	102
214	104	104	104
215	107	107	107
216	109	109	109
217	112	112	112
218	114	114	114
219	117	117	117
220	119	119	119
221	122	122	122
222	124	124	124
223	127	127	127
224	130	130	130
225	133	133	133
226	136	136	136
227	139	139	139
228	142	142	142
229	145	145	145
230	148	148	148
231	151	151	151
232	155	155	155
233	158	158	158
234	162	162	162
235	165	165	165
236	169	169	169
237	173	173	173
238	176	176	176
239	180	180	180
240	184	184	184
241	188	188	188
242	192	192	192
243	197	197	197
244	201	201	201
245	205	205	205
246	210	210	210
247	215	215	215
248	219	219	219
249	224	224	224
250	229	229	229
251	234	234	234
252	239	239	239
253	245	245	245
254	250	250	250
255	255	255	255
