0	0	0	0
1	31	31	31
2	50	50	50
3	63	63	63
4	74	74	74
5	82	82	82
6	89	89	89
7	95	95	95
8	101	101	101
9	105	105	105
10	110	110	110
11	114	114	114
12	117	117	117
13	121	121	121
14	124	124	124
15	127	127	127
16	130	130	130
17	132	132	132
18	135	135	135
19	137	137	137
20	140	140	140
21	142	142	142
22	144	144	144
23	146	146	146
24	148	148	148
25	149	149	149
26	151	151	151
27	153	153	153
28	154	154	154
29	156	156	156
30	157	157	157
31	159	159	159
32	160	160	160
33	162	162	162
34	163	163	163
35	164	164	164
36	166	166	166
37	167	167	167
38	168	168	168
39	169	169	169
40	170	170	170
41	171	171	171
42	172	172	172
43	174	174	174
44	175	175	175
45	176	176	176
46	177	177	177
47	178	178	178
48	178	178	178
49	179	179	179
50	180	180	180
51	181	181	181
52	182	182	182
53	183	183	183
54	184	184	184
55	185	185	185
56	185	185	185
57	186	186	186
58	187	187	187
59	188	188	188
60	189	189	189
61	189	189	189
62	190	190	190
63	191	191	191
64	191	191	191
65	192	192	192
66	193	193	193
67	194	194	194
68	194	194	194
69	195	195	195
70	196	196	196
71	196	196	196
72	197	197	197
73	197	197	197
74	198	198	198
75	199	199	199
76	199	199	199
77	200	200	200
78	200	200	200
79	201	201	201
80	202	202	202
81	202	202	202
82	203	203	203
83	203	203	203
84	204	204	204
85	204	204	204
86	205	205	205
87	205	205	205
88	206	206	206
89	206	206	206
90	207	207	207
91	207	207	207
92	208	208	208
93	208	208	208
94	209	209	209
95	209	209	209
96	210	210	210
97	210	210	210
98	211	211	211
99	211	211	211
100	212	212	212
101	212	212	212
102	213	213	213
103	213	213	213
104	214	214	214
105	214	214	214
106	214	214	214
107	215	215	215
108	215	215	215
109	216	216	216
110	216	216	216
111	216	216	216
112	217	217	217
113	217	217	217
114	218	218	218
115	218	218	218
116	218	218	218
117	219	219	219
118	219	219	219
119	220	220	220
120	220	220	220
121	220	220	220
122	221	221	221
123	221	221	221
124	222	222	222
125	222	222	222
126	222	222	222
127	223	223	223
128	223	223	223
129	223	223	223
130	224	224	224
131	224	224	224
132	224	224	224
133	225	225	225
134	225	225	225
135	225	225	225
136	226	226	226
137	226	226	226
138	226	226	226
139	227	227	227
140	227	227	227
141	227	227	227
142	228	228	228
143	228	228	228
144	228	228	228
145	229	229	229
146	229	229	229
147	229	229	229
148	230	230	230
149	230	230	230
150	230	230	230
151	231	231	231
152	231	231	231
153	231	231	231
154	231	231	231
155	232	232	232
156	232	232	232
157	232	232	232
158	233	233	233
159	233	233	233
160	233	233	233
161	233	233	233
162	234	234	234
163	234	234	234
164	234	234	234
165	235	235	235
166	235	235	235
167	235	235	235
168	235	235	235
169	236	236	236
170	236	236	236
171	236	236	236
172	236	236	236
173	237	237	237
174	237	237	237
175	237	237	237
176	238	238	238
177	238	238	238
178	238	238	238
179	238	238	238
180	239	239	239
181	239	239	239
182	239	239	239
183	239	239	239
184	240	240	240
185	240	240	240
186	240	240	240
187	240	240	240
188	241	241	241
189	241	241	241
190	241	241	241
191	241	241	241
192	242	242	242
193	242	242	242
194	242	242	242
195	242	242	242
196	242	242	242
197	243	243	243
198	243	243	243
199	243	243	243
200	243	243	243
201	244	244	244
202	244	244	244
203	244	244	244
204	244	244	244
205	245	245	245
206	245	245	245
207	245	245	245
208	245	245	245
209	245	245	245
210	246	246	246
211	246	246	246
212	246	246	246
213	246	246	246
214	246	246	246
215	247	247	247
216	247	247	247
217	247	247	247
218	247	247	247
219	248	248	248
220	248	248	248
221	248	248	248
222	248	248	248
223	248	248	248
224	249	249	249
225	249	249	249
226	249	249	249
227	249	249	249
228	249	249	249
229	250	250	250
230	250	250	250
231	250	250	250
232	250	250	250
233	250	250	250
234	251	251	251
235	251	251	251
236	251	251	251
237	251	251	251
238	251	251	251
239	252	252	252
240	252	252	252
241	252	252	252
242	252	252	252
243	252	252	252
244	252	252	252
245	253	253	253
246	253	253	253
247	253	253	253
248	253	253	253
249	253	253	253
250	254	254	254
251	254	254	254
252	254	254	254
253	254	254	254
254	254	254	254
255	255	255	255
